data,tipo_ocorrencia,bairro,descricao,gravidade,chuva_mm,temperatura_c,umidade_percent
2023-08-28,incêndio urbano,Parelheiros,"Incêndio urbano no bairro Parelheiros, mobilizando equipes para conter as chamas em área residencial.",moderada,24.1,37.3,39.3
2022-01-22,alagamento,Perdizes,"Alagamento em via pública no bairro Perdizes, causando transtornos no trânsito e riscos aos pedestres.",moderada,101.4,33.6,93.6
2023-11-08,incêndio urbano,Perdizes,"Incêndio urbano no bairro Perdizes, mobilizando equipes para conter as chamas em área residencial.",moderada,39.5,34.5,33.8
2023-03-21,árvore caída,Parelheiros,"Queda de árvore no bairro Parelheiros, obstruindo parcialmente a via e oferecendo risco à população.",moderada,39.6,26.0,72.9
2024-02-23,alagamento,Mooca,"Alagamento em via pública no bairro Mooca, causando transtornos no trânsito e riscos aos pedestres.",moderada,104.3,25.4,86.6
2024-05-15,deslizamento,São Mateus,"Deslizamento de encosta registrado no bairro São Mateus, afetando moradias e bloqueando vias locais.",crítica,87.2,22.8,81.5
2023-05-25,árvore caída,Sé,"Queda de árvore no bairro Sé, obstruindo parcialmente a via e oferecendo risco à população.",moderada,50.8,19.8,84.8
2024-02-29,risco estrutural,Santo Amaro,"Avaliação de risco estrutural em imóvel no bairro Santo Amaro, com possibilidade de colapso parcial.",moderada,69.2,28.6,66.6
2024-02-06,deslizamento,Freguesia do Ó,"Deslizamento de encosta registrado no bairro Freguesia do Ó, afetando moradias e bloqueando vias locais.",leve,96.5,26.8,83.4
2022-02-24,vendaval,Tatuapé,"Vendaval atingiu o bairro Tatuapé, derrubando estruturas leves e causando falta de energia na região.",leve,74.7,38.1,48.1
2023-07-07,incêndio urbano,Vila Madalena,"Incêndio urbano no bairro Vila Madalena, mobilizando equipes para conter as chamas em área residencial.",alta,0.0,30.6,26.1
2024-08-21,árvore caída,Tremembé,"Queda de árvore no bairro Tremembé, obstruindo parcialmente a via e oferecendo risco à população.",moderada,42.5,24.1,81.8
2024-11-11,incêndio urbano,Vila Madalena,"Incêndio urbano no bairro Vila Madalena, mobilizando equipes para conter as chamas em área residencial.",leve,103.2,31.9,28.7
2024-01-03,risco estrutural,Vila Mariana,"Avaliação de risco estrutural em imóvel no bairro Vila Mariana, com possibilidade de colapso parcial.",alta,60.6,24.1,83.9
2024-10-31,incêndio urbano,Penha,"Incêndio urbano no bairro Penha, mobilizando equipes para conter as chamas em área residencial.",moderada,36.4,35.4,28.4
2023-11-08,alagamento,Ermelino Matarazzo,"Alagamento em via pública no bairro Ermelino Matarazzo, causando transtornos no trânsito e riscos aos pedestres.",moderada,118.1,26.6,90.7
2024-02-04,incêndio urbano,Vila Madalena,"Incêndio urbano no bairro Vila Madalena, mobilizando equipes para conter as chamas em área residencial.",leve,57.7,33.5,39.6
2022-05-09,árvore caída,Ermelino Matarazzo,"Queda de árvore no bairro Ermelino Matarazzo, obstruindo parcialmente a via e oferecendo risco à população.",moderada,8.5,25.2,72.1
2022-05-13,incêndio urbano,Vila Mariana,"Incêndio urbano no bairro Vila Mariana, mobilizando equipes para conter as chamas em área residencial.",moderada,37.6,36.3,27.4
2023-03-01,deslizamento,Campo Limpo,"Deslizamento de encosta registrado no bairro Campo Limpo, afetando moradias e bloqueando vias locais.",leve,57.6,24.9,84.1
2022-09-12,alagamento,Santana,"Alagamento em via pública no bairro Santana, causando transtornos no trânsito e riscos aos pedestres.",moderada,69.2,21.1,92.0
2024-08-03,deslizamento,Penha,"Deslizamento de encosta registrado no bairro Penha, afetando moradias e bloqueando vias locais.",leve,98.7,24.9,80.3
2024-10-12,árvore caída,Bela Vista,"Queda de árvore no bairro Bela Vista, obstruindo parcialmente a via e oferecendo risco à população.",moderada,21.0,17.5,79.4
2023-11-05,alagamento,Ipiranga,"Alagamento em via pública no bairro Ipiranga, causando transtornos no trânsito e riscos aos pedestres.",moderada,91.4,27.1,92.1
2024-01-15,risco estrutural,Campo Limpo,"Avaliação de risco estrutural em imóvel no bairro Campo Limpo, com possibilidade de colapso parcial.",moderada,99.4,32.2,62.9
2024-03-25,risco estrutural,Cidade Tiradentes,"Avaliação de risco estrutural em imóvel no bairro Cidade Tiradentes, com possibilidade de colapso parcial.",moderada,60.7,32.2,53.7
2023-08-15,deslizamento,Jaçanã,"Deslizamento de encosta registrado no bairro Jaçanã, afetando moradias e bloqueando vias locais.",leve,100.0,23.6,93.0
2022-10-16,vendaval,Santo Amaro,"Vendaval atingiu o bairro Santo Amaro, derrubando estruturas leves e causando falta de energia na região.",leve,74.4,25.2,75.1
2022-08-06,deslizamento,Santana,"Deslizamento de encosta registrado no bairro Santana, afetando moradias e bloqueando vias locais.",moderada,74.1,23.4,82.2
2023-04-11,incêndio urbano,Freguesia do Ó,"Incêndio urbano no bairro Freguesia do Ó, mobilizando equipes para conter as chamas em área residencial.",leve,28.7,37.4,28.7
2023-10-09,deslizamento,Penha,"Deslizamento de encosta registrado no bairro Penha, afetando moradias e bloqueando vias locais.",moderada,115.9,15.9,88.9
2022-02-09,risco estrutural,Ipiranga,"Avaliação de risco estrutural em imóvel no bairro Ipiranga, com possibilidade de colapso parcial.",alta,52.3,29.4,64.7
2023-07-03,árvore caída,Jardins,"Queda de árvore no bairro Jardins, obstruindo parcialmente a via e oferecendo risco à população.",alta,-4.2,19.0,90.1
2024-11-08,árvore caída,Lapa,"Queda de árvore no bairro Lapa, obstruindo parcialmente a via e oferecendo risco à população.",leve,51.6,23.8,81.2
2023-07-05,incêndio urbano,Santo Amaro,"Incêndio urbano no bairro Santo Amaro, mobilizando equipes para conter as chamas em área residencial.",moderada,8.8,30.6,26.6
2022-06-08,risco estrutural,Pinheiros,"Avaliação de risco estrutural em imóvel no bairro Pinheiros, com possibilidade de colapso parcial.",moderada,1.9,20.3,83.8
2024-12-20,deslizamento,São Mateus,"Deslizamento de encosta registrado no bairro São Mateus, afetando moradias e bloqueando vias locais.",leve,58.4,35.7,93.5
2023-12-22,deslizamento,Vila Prudente,"Deslizamento de encosta registrado no bairro Vila Prudente, afetando moradias e bloqueando vias locais.",leve,162.9,27.6,82.1
2022-07-09,risco estrutural,Bela Vista,"Avaliação de risco estrutural em imóvel no bairro Bela Vista, com possibilidade de colapso parcial.",crítica,12.6,20.5,82.6
2022-09-08,risco estrutural,Parelheiros,"Avaliação de risco estrutural em imóvel no bairro Parelheiros, com possibilidade de colapso parcial.",leve,30.1,29.4,70.7
2024-11-12,risco estrutural,Butantã,"Avaliação de risco estrutural em imóvel no bairro Butantã, com possibilidade de colapso parcial.",alta,32.6,25.1,73.3
2022-03-03,árvore caída,Santana,"Queda de árvore no bairro Santana, obstruindo parcialmente a via e oferecendo risco à população.",moderada,52.8,24.7,70.0
2023-06-11,deslizamento,Vila Mariana,"Deslizamento de encosta registrado no bairro Vila Mariana, afetando moradias e bloqueando vias locais.",alta,117.7,15.7,92.1
2024-02-24,alagamento,Lapa,"Alagamento em via pública no bairro Lapa, causando transtornos no trânsito e riscos aos pedestres.",moderada,119.7,29.1,91.3
2024-02-20,vendaval,Ermelino Matarazzo,"Vendaval atingiu o bairro Ermelino Matarazzo, derrubando estruturas leves e causando falta de energia na região.",leve,134.2,22.6,72.5
2024-11-19,incêndio urbano,Ipiranga,"Incêndio urbano no bairro Ipiranga, mobilizando equipes para conter as chamas em área residencial.",moderada,106.2,33.4,34.7
2023-03-13,alagamento,Mooca,"Alagamento em via pública no bairro Mooca, causando transtornos no trânsito e riscos aos pedestres.",alta,82.0,28.9,86.7
2024-04-03,árvore caída,Sé,"Queda de árvore no bairro Sé, obstruindo parcialmente a via e oferecendo risco à população.",moderada,57.2,22.0,85.4
2023-04-20,risco estrutural,Tremembé,"Avaliação de risco estrutural em imóvel no bairro Tremembé, com possibilidade de colapso parcial.",moderada,76.8,29.4,63.6
2024-07-19,incêndio urbano,Cidade Tiradentes,"Incêndio urbano no bairro Cidade Tiradentes, mobilizando equipes para conter as chamas em área residencial.",moderada,18.9,37.9,33.8
2022-02-20,árvore caída,Liberdade,"Queda de árvore no bairro Liberdade, obstruindo parcialmente a via e oferecendo risco à população.",moderada,78.3,25.6,66.7
2024-09-03,risco estrutural,Jaçanã,"Avaliação de risco estrutural em imóvel no bairro Jaçanã, com possibilidade de colapso parcial.",moderada,15.9,23.8,76.5
2022-12-16,deslizamento,Itaquera,"Deslizamento de encosta registrado no bairro Itaquera, afetando moradias e bloqueando vias locais.",moderada,71.8,31.5,82.2
2024-05-27,incêndio urbano,Tatuapé,"Incêndio urbano no bairro Tatuapé, mobilizando equipes para conter as chamas em área residencial.",moderada,32.8,32.4,28.6
2023-02-21,árvore caída,Perdizes,"Queda de árvore no bairro Perdizes, obstruindo parcialmente a via e oferecendo risco à população.",leve,92.6,22.8,75.3
2023-08-30,risco estrutural,Penha,"Avaliação de risco estrutural em imóvel no bairro Penha, com possibilidade de colapso parcial.",moderada,-4.5,26.8,69.3
2023-06-27,deslizamento,Parelheiros,"Deslizamento de encosta registrado no bairro Parelheiros, afetando moradias e bloqueando vias locais.",leve,59.2,19.2,81.7
2024-01-10,deslizamento,Santana,"Deslizamento de encosta registrado no bairro Santana, afetando moradias e bloqueando vias locais.",moderada,66.6,24.7,91.1
2024-05-15,alagamento,São Mateus,"Alagamento em via pública no bairro São Mateus, causando transtornos no trânsito e riscos aos pedestres.",moderada,82.2,19.9,91.5
2024-11-04,incêndio urbano,Brasilândia,"Incêndio urbano no bairro Brasilândia, mobilizando equipes para conter as chamas em área residencial.",moderada,80.7,32.4,38.2
2024-02-24,árvore caída,Penha,"Queda de árvore no bairro Penha, obstruindo parcialmente a via e oferecendo risco à população.",leve,86.1,21.6,80.9
2024-07-04,deslizamento,Lapa,"Deslizamento de encosta registrado no bairro Lapa, afetando moradias e bloqueando vias locais.",leve,116.3,16.4,92.8
2022-11-12,incêndio urbano,Vila Madalena,"Incêndio urbano no bairro Vila Madalena, mobilizando equipes para conter as chamas em área residencial.",alta,15.3,33.8,30.1
2022-01-21,alagamento,Parelheiros,"Alagamento em via pública no bairro Parelheiros, causando transtornos no trânsito e riscos aos pedestres.",moderada,106.7,25.0,80.5
2022-01-13,vendaval,Santana,"Vendaval atingiu o bairro Santana, derrubando estruturas leves e causando falta de energia na região.",leve,101.7,18.2,77.7
2023-08-12,vendaval,Pinheiros,"Vendaval atingiu o bairro Pinheiros, derrubando estruturas leves e causando falta de energia na região.",leve,44.1,23.2,76.3
2022-08-02,vendaval,São Mateus,"Vendaval atingiu o bairro São Mateus, derrubando estruturas leves e causando falta de energia na região.",moderada,9.6,25.1,77.8
2024-09-10,deslizamento,Ermelino Matarazzo,"Deslizamento de encosta registrado no bairro Ermelino Matarazzo, afetando moradias e bloqueando vias locais.",leve,91.1,20.7,83.9
2024-02-14,incêndio urbano,Parelheiros,"Incêndio urbano no bairro Parelheiros, mobilizando equipes para conter as chamas em área residencial.",moderada,42.1,31.5,30.4
2023-10-05,árvore caída,Jardins,"Queda de árvore no bairro Jardins, obstruindo parcialmente a via e oferecendo risco à população.",alta,72.1,23.5,84.2
2023-01-28,deslizamento,Tatuapé,"Deslizamento de encosta registrado no bairro Tatuapé, afetando moradias e bloqueando vias locais.",leve,93.7,24.2,85.7
2023-12-10,árvore caída,São Mateus,"Queda de árvore no bairro São Mateus, obstruindo parcialmente a via e oferecendo risco à população.",leve,112.2,21.6,70.6
2022-07-18,alagamento,Ermelino Matarazzo,"Alagamento em via pública no bairro Ermelino Matarazzo, causando transtornos no trânsito e riscos aos pedestres.",moderada,114.1,23.1,93.8
2024-07-12,deslizamento,Vila Mariana,"Deslizamento de encosta registrado no bairro Vila Mariana, afetando moradias e bloqueando vias locais.",leve,102.2,24.5,82.7
2023-02-06,árvore caída,Tremembé,"Queda de árvore no bairro Tremembé, obstruindo parcialmente a via e oferecendo risco à população.",moderada,52.7,27.7,76.8
2024-05-24,deslizamento,Casa Verde,"Deslizamento de encosta registrado no bairro Casa Verde, afetando moradias e bloqueando vias locais.",alta,105.7,17.0,85.0
2023-12-22,deslizamento,Tremembé,"Deslizamento de encosta registrado no bairro Tremembé, afetando moradias e bloqueando vias locais.",leve,100.6,27.3,80.7
2022-08-23,alagamento,Lapa,"Alagamento em via pública no bairro Lapa, causando transtornos no trânsito e riscos aos pedestres.",moderada,105.3,26.8,91.2
2024-03-02,risco estrutural,Freguesia do Ó,"Avaliação de risco estrutural em imóvel no bairro Freguesia do Ó, com possibilidade de colapso parcial.",moderada,63.6,28.2,69.8
2024-07-02,vendaval,Pinheiros,"Vendaval atingiu o bairro Pinheiros, derrubando estruturas leves e causando falta de energia na região.",alta,9.4,20.8,86.2
2024-05-23,árvore caída,Itaquera,"Queda de árvore no bairro Itaquera, obstruindo parcialmente a via e oferecendo risco à população.",alta,36.4,17.1,95.0
2024-03-07,alagamento,Capão Redondo,"Alagamento em via pública no bairro Capão Redondo, causando transtornos no trânsito e riscos aos pedestres.",moderada,91.3,30.5,83.2
2022-11-01,alagamento,Vila Madalena,"Alagamento em via pública no bairro Vila Madalena, causando transtornos no trânsito e riscos aos pedestres.",leve,72.7,21.5,94.6
2023-07-18,vendaval,Itaquera,"Vendaval atingiu o bairro Itaquera, derrubando estruturas leves e causando falta de energia na região.",alta,27.7,14.3,95.0
2024-04-07,vendaval,Ipiranga,"Vendaval atingiu o bairro Ipiranga, derrubando estruturas leves e causando falta de energia na região.",leve,48.1,21.0,79.9
2024-09-19,risco estrutural,Penha,"Avaliação de risco estrutural em imóvel no bairro Penha, com possibilidade de colapso parcial.",alta,35.3,17.9,92.5
2024-11-26,árvore caída,Ipiranga,"Queda de árvore no bairro Ipiranga, obstruindo parcialmente a via e oferecendo risco à população.",leve,83.2,25.1,71.6
2023-03-17,vendaval,Mooca,"Vendaval atingiu o bairro Mooca, derrubando estruturas leves e causando falta de energia na região.",leve,43.2,20.4,92.4
2024-10-06,incêndio urbano,Casa Verde,"Incêndio urbano no bairro Casa Verde, mobilizando equipes para conter as chamas em área residencial.",leve,40.2,34.6,27.2
2024-12-07,alagamento,Santana,"Alagamento em via pública no bairro Santana, causando transtornos no trânsito e riscos aos pedestres.",alta,129.2,26.9,80.9
2023-01-27,árvore caída,Penha,"Queda de árvore no bairro Penha, obstruindo parcialmente a via e oferecendo risco à população.",moderada,45.1,26.4,73.0
2022-12-20,incêndio urbano,Ermelino Matarazzo,"Incêndio urbano no bairro Ermelino Matarazzo, mobilizando equipes para conter as chamas em área residencial.",alta,121.4,33.4,36.9
2022-07-13,risco estrutural,Pinheiros,"Avaliação de risco estrutural em imóvel no bairro Pinheiros, com possibilidade de colapso parcial.",leve,11.7,16.2,95.0
2024-02-07,deslizamento,Lapa,"Deslizamento de encosta registrado no bairro Lapa, afetando moradias e bloqueando vias locais.",moderada,100.1,26.5,94.9
2023-10-24,risco estrutural,Tremembé,"Avaliação de risco estrutural em imóvel no bairro Tremembé, com possibilidade de colapso parcial.",moderada,51.6,29.2,69.2
2022-09-12,alagamento,Perdizes,"Alagamento em via pública no bairro Perdizes, causando transtornos no trânsito e riscos aos pedestres.",leve,101.0,22.6,91.1
2023-10-09,árvore caída,M'Boi Mirim,"Queda de árvore no bairro M'Boi Mirim, obstruindo parcialmente a via e oferecendo risco à população.",moderada,34.5,24.3,83.4
2024-11-29,alagamento,Penha,"Alagamento em via pública no bairro Penha, causando transtornos no trânsito e riscos aos pedestres.",leve,82.9,25.6,93.3
2023-10-30,risco estrutural,Lapa,"Avaliação de risco estrutural em imóvel no bairro Lapa, com possibilidade de colapso parcial.",moderada,62.8,25.9,85.4
2022-12-30,vendaval,Perdizes,"Vendaval atingiu o bairro Perdizes, derrubando estruturas leves e causando falta de energia na região.",alta,61.8,22.6,77.4
2024-05-15,incêndio urbano,Santo Amaro,"Incêndio urbano no bairro Santo Amaro, mobilizando equipes para conter as chamas em área residencial.",leve,4.7,35.1,27.7
2024-07-14,vendaval,Brasilândia,"Vendaval atingiu o bairro Brasilândia, derrubando estruturas leves e causando falta de energia na região.",moderada,19.4,17.3,79.5
2022-01-31,árvore caída,Liberdade,"Queda de árvore no bairro Liberdade, obstruindo parcialmente a via e oferecendo risco à população.",alta,71.2,23.4,81.4
2022-12-17,vendaval,Lapa,"Vendaval atingiu o bairro Lapa, derrubando estruturas leves e causando falta de energia na região.",leve,29.5,34.3,57.0
2022-07-28,deslizamento,Campo Limpo,"Deslizamento de encosta registrado no bairro Campo Limpo, afetando moradias e bloqueando vias locais.",leve,81.1,19.7,84.0
2022-04-14,incêndio urbano,Ermelino Matarazzo,"Incêndio urbano no bairro Ermelino Matarazzo, mobilizando equipes para conter as chamas em área residencial.",moderada,19.5,31.4,35.8
2024-07-03,árvore caída,Liberdade,"Queda de árvore no bairro Liberdade, obstruindo parcialmente a via e oferecendo risco à população.",leve,17.5,21.2,92.7
2023-07-21,risco estrutural,Vila Prudente,"Avaliação de risco estrutural em imóvel no bairro Vila Prudente, com possibilidade de colapso parcial.",leve,28.3,23.0,72.4
2024-09-17,alagamento,Sé,"Alagamento em via pública no bairro Sé, causando transtornos no trânsito e riscos aos pedestres.",moderada,107.3,23.9,87.1
2024-08-27,alagamento,Jardins,"Alagamento em via pública no bairro Jardins, causando transtornos no trânsito e riscos aos pedestres.",moderada,93.6,24.3,89.9
2024-12-07,árvore caída,Vila Prudente,"Queda de árvore no bairro Vila Prudente, obstruindo parcialmente a via e oferecendo risco à população.",leve,52.8,34.7,56.5
2024-02-26,deslizamento,Ipiranga,"Deslizamento de encosta registrado no bairro Ipiranga, afetando moradias e bloqueando vias locais.",leve,75.4,31.7,83.5
2023-01-17,alagamento,Vila Madalena,"Alagamento em via pública no bairro Vila Madalena, causando transtornos no trânsito e riscos aos pedestres.",moderada,59.5,18.3,80.3
2024-12-23,incêndio urbano,Vila Mariana,"Incêndio urbano no bairro Vila Mariana, mobilizando equipes para conter as chamas em área residencial.",moderada,111.1,31.8,33.6
2023-08-26,alagamento,Santana,"Alagamento em via pública no bairro Santana, causando transtornos no trânsito e riscos aos pedestres.",moderada,91.4,22.8,84.0
2022-09-02,alagamento,Liberdade,"Alagamento em via pública no bairro Liberdade, causando transtornos no trânsito e riscos aos pedestres.",leve,66.2,22.5,82.2
2022-10-24,árvore caída,Vila Mariana,"Queda de árvore no bairro Vila Mariana, obstruindo parcialmente a via e oferecendo risco à população.",moderada,24.6,17.2,86.1
2024-08-13,árvore caída,Jardins,"Queda de árvore no bairro Jardins, obstruindo parcialmente a via e oferecendo risco à população.",alta,37.7,27.1,72.6
2023-05-09,alagamento,Ipiranga,"Alagamento em via pública no bairro Ipiranga, causando transtornos no trânsito e riscos aos pedestres.",moderada,73.2,18.2,87.1
2022-07-13,árvore caída,Campo Limpo,"Queda de árvore no bairro Campo Limpo, obstruindo parcialmente a via e oferecendo risco à população.",leve,14.3,15.5,86.3
2024-08-28,deslizamento,Tatuapé,"Deslizamento de encosta registrado no bairro Tatuapé, afetando moradias e bloqueando vias locais.",leve,69.4,26.2,93.0
2024-03-23,árvore caída,Mooca,"Queda de árvore no bairro Mooca, obstruindo parcialmente a via e oferecendo risco à população.",moderada,93.4,26.1,73.5
2022-11-25,alagamento,Freguesia do Ó,"Alagamento em via pública no bairro Freguesia do Ó, causando transtornos no trânsito e riscos aos pedestres.",moderada,105.0,18.6,89.6
2022-01-15,vendaval,Ermelino Matarazzo,"Vendaval atingiu o bairro Ermelino Matarazzo, derrubando estruturas leves e causando falta de energia na região.",alta,81.5,26.5,72.5
2023-10-29,vendaval,Bela Vista,"Vendaval atingiu o bairro Bela Vista, derrubando estruturas leves e causando falta de energia na região.",alta,59.4,20.7,86.0
2023-09-05,incêndio urbano,Jardins,"Incêndio urbano no bairro Jardins, mobilizando equipes para conter as chamas em área residencial.",leve,48.3,36.3,32.3
2024-02-06,risco estrutural,São Mateus,"Avaliação de risco estrutural em imóvel no bairro São Mateus, com possibilidade de colapso parcial.",alta,64.9,23.2,77.4
2023-10-16,deslizamento,Ermelino Matarazzo,"Deslizamento de encosta registrado no bairro Ermelino Matarazzo, afetando moradias e bloqueando vias locais.",leve,59.8,27.0,85.4
2022-06-08,incêndio urbano,Tremembé,"Incêndio urbano no bairro Tremembé, mobilizando equipes para conter as chamas em área residencial.",moderada,42.4,37.9,26.7
2023-12-01,árvore caída,Santana,"Queda de árvore no bairro Santana, obstruindo parcialmente a via e oferecendo risco à população.",leve,116.6,28.2,81.4
2022-10-09,deslizamento,Vila Prudente,"Deslizamento de encosta registrado no bairro Vila Prudente, afetando moradias e bloqueando vias locais.",moderada,95.6,18.5,91.4
2022-06-27,risco estrutural,Penha,"Avaliação de risco estrutural em imóvel no bairro Penha, com possibilidade de colapso parcial.",moderada,42.5,20.5,90.4
2024-01-10,incêndio urbano,Casa Verde,"Incêndio urbano no bairro Casa Verde, mobilizando equipes para conter as chamas em área residencial.",leve,44.1,33.6,30.6
2023-04-09,árvore caída,Jaçanã,"Queda de árvore no bairro Jaçanã, obstruindo parcialmente a via e oferecendo risco à população.",alta,26.1,19.2,76.2
2023-06-11,alagamento,Tatuapé,"Alagamento em via pública no bairro Tatuapé, causando transtornos no trânsito e riscos aos pedestres.",moderada,42.7,16.7,92.3
2024-02-29,deslizamento,Butantã,"Deslizamento de encosta registrado no bairro Butantã, afetando moradias e bloqueando vias locais.",alta,83.6,30.2,94.8
2023-07-13,árvore caída,Perdizes,"Queda de árvore no bairro Perdizes, obstruindo parcialmente a via e oferecendo risco à população.",moderada,8.3,19.9,79.1
2022-12-18,incêndio urbano,Capão Redondo,"Incêndio urbano no bairro Capão Redondo, mobilizando equipes para conter as chamas em área residencial.",alta,59.0,31.1,26.4
2022-01-20,vendaval,Jardins,"Vendaval atingiu o bairro Jardins, derrubando estruturas leves e causando falta de energia na região.",moderada,73.9,28.3,63.4
2024-09-28,risco estrutural,M'Boi Mirim,"Avaliação de risco estrutural em imóvel no bairro M'Boi Mirim, com possibilidade de colapso parcial.",alta,60.8,18.6,95.0
2024-08-28,incêndio urbano,São Mateus,"Incêndio urbano no bairro São Mateus, mobilizando equipes para conter as chamas em área residencial.",leve,2.3,32.4,29.1
2024-08-28,alagamento,Jaçanã,"Alagamento em via pública no bairro Jaçanã, causando transtornos no trânsito e riscos aos pedestres.",moderada,63.1,19.2,93.6
2022-05-28,árvore caída,Sé,"Queda de árvore no bairro Sé, obstruindo parcialmente a via e oferecendo risco à população.",alta,41.9,19.9,94.3
2024-01-29,incêndio urbano,Cidade Tiradentes,"Incêndio urbano no bairro Cidade Tiradentes, mobilizando equipes para conter as chamas em área residencial.",alta,61.6,31.7,26.2
2023-04-29,incêndio urbano,Parelheiros,"Incêndio urbano no bairro Parelheiros, mobilizando equipes para conter as chamas em área residencial.",moderada,52.3,32.5,35.1
2022-03-04,risco estrutural,Bela Vista,"Avaliação de risco estrutural em imóvel no bairro Bela Vista, com possibilidade de colapso parcial.",leve,73.8,23.1,84.9
2023-09-06,alagamento,Freguesia do Ó,"Alagamento em via pública no bairro Freguesia do Ó, causando transtornos no trânsito e riscos aos pedestres.",alta,71.5,22.3,85.8
2022-07-09,risco estrutural,Santo Amaro,"Avaliação de risco estrutural em imóvel no bairro Santo Amaro, com possibilidade de colapso parcial.",alta,26.2,20.4,89.0
2022-04-13,vendaval,Santo Amaro,"Vendaval atingiu o bairro Santo Amaro, derrubando estruturas leves e causando falta de energia na região.",leve,35.9,22.8,75.1
2022-07-22,risco estrutural,Tremembé,"Avaliação de risco estrutural em imóvel no bairro Tremembé, com possibilidade de colapso parcial.",leve,25.2,22.3,91.4
2022-03-13,árvore caída,Casa Verde,"Queda de árvore no bairro Casa Verde, obstruindo parcialmente a via e oferecendo risco à população.",moderada,50.5,30.3,63.4
2023-04-02,risco estrutural,Santo Amaro,"Avaliação de risco estrutural em imóvel no bairro Santo Amaro, com possibilidade de colapso parcial.",crítica,29.6,22.4,75.7
2024-07-02,vendaval,Bela Vista,"Vendaval atingiu o bairro Bela Vista, derrubando estruturas leves e causando falta de energia na região.",moderada,21.8,19.5,94.8
2022-10-01,árvore caída,Butantã,"Queda de árvore no bairro Butantã, obstruindo parcialmente a via e oferecendo risco à população.",leve,32.7,22.3,86.6
2022-10-14,incêndio urbano,Vila Mariana,"Incêndio urbano no bairro Vila Mariana, mobilizando equipes para conter as chamas em área residencial.",moderada,41.5,30.9,28.5
2022-02-03,incêndio urbano,Sé,"Incêndio urbano no bairro Sé, mobilizando equipes para conter as chamas em área residencial.",leve,46.9,34.5,27.5
2023-04-26,alagamento,Jardins,"Alagamento em via pública no bairro Jardins, causando transtornos no trânsito e riscos aos pedestres.",leve,111.3,20.2,86.6
2024-01-02,deslizamento,Vila Prudente,"Deslizamento de encosta registrado no bairro Vila Prudente, afetando moradias e bloqueando vias locais.",alta,124.1,24.3,80.0
2024-07-16,risco estrutural,Jaçanã,"Avaliação de risco estrutural em imóvel no bairro Jaçanã, com possibilidade de colapso parcial.",leve,54.2,19.3,85.5
2022-10-18,deslizamento,Tremembé,"Deslizamento de encosta registrado no bairro Tremembé, afetando moradias e bloqueando vias locais.",leve,74.1,29.3,93.5
2022-09-28,deslizamento,Bela Vista,"Deslizamento de encosta registrado no bairro Bela Vista, afetando moradias e bloqueando vias locais.",moderada,78.8,25.2,85.4
2022-06-08,incêndio urbano,Bela Vista,"Incêndio urbano no bairro Bela Vista, mobilizando equipes para conter as chamas em área residencial.",leve,0.0,37.7,27.8
2022-09-13,incêndio urbano,Santana,"Incêndio urbano no bairro Santana, mobilizando equipes para conter as chamas em área residencial.",leve,22.4,34.2,28.1
2023-08-28,árvore caída,Penha,"Queda de árvore no bairro Penha, obstruindo parcialmente a via e oferecendo risco à população.",alta,27.2,21.8,70.9
2023-07-09,árvore caída,São Mateus,"Queda de árvore no bairro São Mateus, obstruindo parcialmente a via e oferecendo risco à população.",leve,11.3,20.6,84.8
2024-09-26,árvore caída,Ermelino Matarazzo,"Queda de árvore no bairro Ermelino Matarazzo, obstruindo parcialmente a via e oferecendo risco à população.",moderada,28.4,17.6,86.9
2022-10-10,risco estrutural,Vila Mariana,"Avaliação de risco estrutural em imóvel no bairro Vila Mariana, com possibilidade de colapso parcial.",leve,57.9,16.0,88.3
2023-02-13,árvore caída,Itaquera,"Queda de árvore no bairro Itaquera, obstruindo parcialmente a via e oferecendo risco à população.",leve,65.0,27.7,71.7
2023-07-23,incêndio urbano,Santo Amaro,"Incêndio urbano no bairro Santo Amaro, mobilizando equipes para conter as chamas em área residencial.",leve,39.4,34.0,34.5
2024-07-09,vendaval,Capão Redondo,"Vendaval atingiu o bairro Capão Redondo, derrubando estruturas leves e causando falta de energia na região.",leve,6.3,24.5,84.5
2023-01-31,risco estrutural,Vila Madalena,"Avaliação de risco estrutural em imóvel no bairro Vila Madalena, com possibilidade de colapso parcial.",moderada,69.9,29.8,67.3
2023-05-04,alagamento,Santana,"Alagamento em via pública no bairro Santana, causando transtornos no trânsito e riscos aos pedestres.",leve,60.2,23.4,86.7
2022-05-04,deslizamento,Itaquera,"Deslizamento de encosta registrado no bairro Itaquera, afetando moradias e bloqueando vias locais.",crítica,68.5,19.7,89.3
2022-02-08,árvore caída,Vila Mariana,"Queda de árvore no bairro Vila Mariana, obstruindo parcialmente a via e oferecendo risco à população.",leve,90.6,25.4,74.6
2023-05-25,incêndio urbano,Campo Limpo,"Incêndio urbano no bairro Campo Limpo, mobilizando equipes para conter as chamas em área residencial.",moderada,36.1,32.2,38.4
2024-03-30,alagamento,M'Boi Mirim,"Alagamento em via pública no bairro M'Boi Mirim, causando transtornos no trânsito e riscos aos pedestres.",leve,109.6,27.3,85.8
2022-11-12,vendaval,Santo Amaro,"Vendaval atingiu o bairro Santo Amaro, derrubando estruturas leves e causando falta de energia na região.",moderada,56.5,25.7,72.4
